title,group,pages,reading_level,downloaded_on,original_url,original_fields,new_url,standardized_fields,jurisdiction
Notice to Putative Father and Custody Statement,adoptions court forms,1.0,9.0,2021-11-11,https://www.courts.michigan.gov/49a187/siteassets/forms/scao-approved/pca316.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'FILE NO', 'In the matter of', 'Putative father', 'Name type or print', 'adult', 'unemancipated minor', 'intends to file a petition', 'has filed a petition with the court stating that', 'a she is the mother of', 'Name of child type or print', 'an unborn child expected on or about', 'Date', 'intends to sign a release or consent relinquishing her rights to the child', 'has joined with her spouse in a petition for adoption', 'I am the father of the child and deny any interest in the custody of the child', 'I may be the father of the child and deny any interest in the custody of the child', 'I am not the father of the child', 'Date_2', 'Date_3', 'Name of witness', 'Address', 'Address_2', 'City state zip', 'Telephone no', 'City state zip_2', 'Telephone no_2', 'Text1', 'Text2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf24e9bc91b07a1f58cedaad0f261df2e454268249e29be44943c70b34.pdf,"['state_judicial_county', '*docket_number', 'matter', 'putative_father', 'name_type_print', 'adult', 'unemancipated_minor', 'intends_file_petition', 'filed_petition_court_stating', 'mother', 'name_child_type_print', 'unborn_child_expected', '*signature_date__1', 'intends_consent_rights', 'spouse_petition_adoption', 'father_child_deny_custody', 'may_father_child_custody', 'father_child', '*signature_date__2', '*signature_date__3', 'name_witness', '*users1_address_line_one', 'address', '*users1_address_line_two', 'telephone__1', 'city_state_zip', 'telephone__2', 'text__1', 'text__2']",MI
Order Authorizing Foster Care Funding After Release,adoptions court forms,1.0,33.0,2021-11-11,https://www.courts.michigan.gov/4a22d8/siteassets/forms/scao-approved/pca326.pdf,"['cirno', 'county', 'caseno', 'casename', 'dob', 'hdate', 'judge', 'barno', 'odate1', 'payeename', 'begdate', 'odate']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdff6c693f642ce3539441e6f3265c87815e59a47c8e124e25df0b1db5f.pdf,"['cirno', 'county', '*docket_number', 'casename', '*users1_birthdate', 'hdate', 'judge', 'barno', 'odate__1', 'payeename', 'begdate', 'odate__2']",MI
Order Committing Child to Agency/Department of Health and Human Services,adoptions court forms,1.0,29.0,2021-11-11,https://www.courts.michigan.gov/4a2210/siteassets/forms/scao-approved/pca322.pdf,"['cirno', 'county', 'caseno', 'casename', 'dob', 'indian', 'hdate', 'judge', 'barno', 'name1', 'relation1', 'name2', 'relation2', 'agency', 'date']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf02789aeffc03fcf9524b0f6a075487c84df69f69569bed9f2df69f04.pdf,"['cirno', 'county', '*docket_number', 'casename', '*users1_birthdate', 'indian', 'hdate', 'judge', 'barno', 'name__1', 'relation__1', 'name__2', 'relation__2', 'agency', '*signature_date']",MI
Order Following Hearing on Review of Adoption Placement (IV-E Eligibility Compliance),adoptions court forms,1.0,19.0,2021-11-11,https://www.courts.michigan.gov/4a7ce2/siteassets/forms/scao-approved/pca351.pdf,"['cirno', 'county', 'fileno', 'casename', 'dob', 'hdate', 'judge', 'jbarno', 'pdate', 'pname', 'order', 'odate', 'Check Box2', 'Check Box3', 'Check Box1', 'Check Box4']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdfb832956a2c174ad2ea0b6b1f75f75f0033dbb830ccf16a45921f6f19.pdf,"['cirno', 'county', '*docket_number', 'casename', '*users1_birthdate', 'hdate', 'judge', 'jbarno', 'pdate', 'pname', 'order', 'odate', 'check_box__1', 'check_box__2', 'check_box__3', 'check_box__4']",MI
Order of Adoption,adoptions court forms,,,2021-11-11,https://www.courts.michigan.gov/4a2191/siteassets/forms/scao-approved/pca321.pdf,,https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf531b8bf75814ce2a9757fcae1b1926bacce15ab816f721165bf22b85.pdf,,MI
Order of Adoption (alternative format suitable for framing),adoptions court forms,1.0,13.0,2021-11-11,https://www.courts.michigan.gov/494710/siteassets/forms/scao-approved/pca321b.pdf,"['cirno', 'county', 'caseno', 'casename', 'dob', 'name1', 'name2', 'adname', 'odate', 'barno', 'Check Box1', 'Check Box2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf954f499eef93e106ca2d35a391832b2e4d9cee4392063658e051e65d.pdf,"['cirno', 'county', '*docket_number', 'casename', '*users1_birthdate', 'name__1', 'name__2', 'adname', 'odate', 'barno', 'check_box__1', 'check_box__2']",MI
Order Placing Child (Stepparent Adoption),adoptions court forms,1.0,7.0,2021-11-11,https://www.courts.michigan.gov/49a197/siteassets/forms/scao-approved/pca319.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'FILE NO', 'Full name of child', 'DOB', 'adoptee is an Indian child', '1 Date of hearing', 'Bar no', 'Names', '7', 'Court agent or employee childplacing agency or Michigan Department of Health and Human Services', 'home and shall make reports to the court regarding the adjustment of the adoptee in the home every', 'Date', 'Text1', 'Text2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf71acb93d1b6be8da959290e8a760b425e191e2f0994b1aef1d1d2d68.pdf,"['state_judicial_county', '*docket_number', 'full_name_child', '*users1_birthdate', 'adoptee_indian_child', 'date_hearing', 'bar', 'names', 'unknown', 'agency_department_health', 'make_court_regarding', '*signature_date', 'text__1', 'text__2']",MI
Order Placing Child after Consent,adoptions court forms,1.0,15.0,2021-11-11,https://www.courts.michigan.gov/4a2136/siteassets/forms/scao-approved/pca320.pdf,"['cirno', 'county', 'caseno', 'casename', 'dob', 'indian', 'hdate', 'judge', 'barno', 'Check Box2', 'Check Box3', 'other', 'names', 'agency', 'months', 'other2', 'odate']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf5a4a8359152ef442bf705bd7b6d16f154230cc9014ff6155f9f987eb.pdf,"['cirno', 'county', '*docket_number', 'casename', '*users1_birthdate', 'indian', 'hdate', 'judge', 'barno', 'check_box__1', 'check_box__2', 'other', 'names', 'agency', 'months', 'other_2', 'odate']",MI
Order Terminating Parental Rights (Stepparent Adoption),adoptions court forms,1.0,8.0,2021-11-11,https://www.courts.michigan.gov/4988f6/siteassets/forms/scao-approved/pca304.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'FILE NO', 'Full name of child', 'Date of birth', '1 Date of hearing', 'Bar no', 'Name', 'Name_2', 'Date', 'Name_3', 'has failed to substantially comply with a support order for a period of 2 years or more before the filing of the petition', 'having the ability to support or assist in supporting the child has failed or neglected to provide regular and substantial', '10 The adoptee is an Indian child as defined in MCR 300212 and the court has considered the application of the Indian', 'Name_4', 'Date_2', 'Text1', 'Text2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf2a4fcce96b65d1689bfdb0e96c333d2aea556ea6b429ae916d59d072.pdf,"['state_judicial_county', '*docket_number', 'full_name_child', '*users1_birthdate', 'date_hearing', 'bar', '*users1_name', 'name__1', '*signature_date__1', 'name__2', 'failed_order_filing', 'support_supporting_provide', 'child_court_considered', 'name__3', '*signature_date__2', 'text__1', 'text__2']",MI
Order Terminating Parental Rights/Rights of Person In Loco Parentis After Release or Consent,adoptions court forms,1.0,,2021-11-11,https://www.courts.michigan.gov/498d22/siteassets/forms/scao-approved/pca318.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'FILE NO', 'Full name of child', 'adoptee', '1 Date of hearing', 'Bar no', 'Names', '2 A release of the child has been executed according to law by', '3 The consent to the adoption is genuine and is given by the persons having legal authority to sign the consent and the best', '4  The adoptee is an Indian child as defined in MCR 300212 and the court has considered the application of the Indian Child', 'undefined', 'Date', 'Names_2', 'Text1', 'Text2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf15aa48ce50fc56e02a078bbd78aeadaf87693e78ee3fb2ae9e0e01fb.pdf,"['state_judicial_county', '*docket_number', 'full_name_child', 'adoptee', 'date_hearing', 'bar', 'names__1', 'child_according_law', 'given_legal_authority', 'child_court_considered', 'undefined', '*signature_date', 'names__2', 'text__1', 'text__2']",MI
Order Terminating Rights of Father without Release or Consent,adoptions court forms,1.0,8.0,2021-11-11,https://www.courts.michigan.gov/49a146/siteassets/forms/scao-approved/pca312.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'FILE NO', 'In the matter of', 'adoptee', 'Full name of child', 'DOB', '2 A petition has been filed to determine the identify of the father and to determine or terminate his parental rights to the child', 'Mother', 'who has executed or proposes to execute a release or consent relinquishing her parental rights to the child', 'who has joined with her spouse in a petition for adoption', '5 The adoptee is an Indian child as defined in MCR 300212 and the court has considered the application of the Indian', 'THE COURT FINDS that If identity of father is known check 6 If father is not known check 8', '6 The father of the child born out of wedlock is', '7 The mother was married to', '8 The identity of the father cannot be determined after reasonable effort was made He has not made provision for the', 'a He submitted a verified affirmation of his paternity and a denial of his interest in custody of the child', 'b He filed a disclaimer of paternity', 'c He was served with a notice of intent to release or consent at least 30 days before the expected date of confinement', 'd He was given proper notice of this hearing and', 'e He cannot be located after reasonable effort was made He has not provided support for the mother has not shown', 'f He appeared and requested custody of the child The father has not established any custodial relationship with the', 'g He is deceased', 'failed to appear', 'appeared and denied his interest in the custody of the child', 'for part or all of the time from', 'childs care and did not provide support for the mother during her pregnancy or during her confinement', 'IT IS ORDERED that the parental rights of', 'Text1', 'Text2']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf9dcc4340bbcc8a1c7e261f691aa6ab76c9b560dba51fef514a7fdea2.pdf,"['state_judicial_county', '*docket_number', 'matter', 'adoptee', 'full_name_child', '*users1_birthdate', 'petition_determine_child', 'mother', 'consent_parental_rights', 'spouse_petition_adoption', 'child_court_considered', 'finds_identity_father_known', 'father_child_born_wedlock', 'mother_married', 'cannot_determined_made', 'paternity_denial_custody', 'b_filed_disclaimer_paternity', 'notice_least_expected_date', 'given_proper_notice_hearing', 'cannot_made_provided_shown', 'custody_child_father', 'g_deceased', 'failed_appear', 'denied_custody_child', 'part_time', 'care_mother_pregnancy', 'ordered_parental_rights', 'text__1', 'text__2']",MI
Order to Determine Custody of Child Temporarily Placed for Adoption,adoptions court forms,2.0,17.0,2021-11-11,https://www.courts.michigan.gov/4a1ffa/siteassets/forms/scao-approved/pca336.pdf,"['cirno', 'county', 'caseno', 'casename', 'dob', 'hdate', 'judge', 'barno', 'item6', 'item8', 'adparents', 'parents', 'item9', 'item10', 'disposition', 'odate', 'attorney', 'disposition1', 'item5', 'checkbox2', 'checkbox3', 'checkbox4', 'checkbox5', 'checkbox7', 'checkbox8', 'checkbox10', 'checkbox100', 'checkbox101', 'checkbox1', 'checkbox102']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf5e017d9a790d3cfee24159af5c7584e1cf528582c73eac3604bfb79e.pdf,"['cirno', 'county', '*docket_number', 'casename', '*users1_birthdate', 'hdate', 'judge', 'barno', 'item__1', 'item__2', 'adparents', 'parents', 'item__3', 'item__4', 'disposition__1', 'odate', 'attorney', 'disposition__2', 'item__5', 'checkbox__1', 'checkbox__2', 'checkbox__3', 'checkbox__4', 'checkbox__5', 'checkbox__6', 'checkbox__7', 'checkbox__8', 'checkbox__9', 'checkbox__10', 'checkbox__11']",MI
Out-of-Court Consent to Direct Placement Adoption by Parent,adoptions court forms,2.0,13.0,2021-11-11,https://www.courts.michigan.gov/49b990/siteassets/forms/scao-approved/pca355.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'adoptee', 'mother', 'father', 'undefined', 'at', 'at_2', 'undefined_2', 'of', 'undefined_3', 'a The petitioners who have filed or intend to file a petition for the adoption of the adoptee and whose names isare', 'b', 'Adoptive parents names', 'Date', 'Parent name type or print', 'Address', 'City', 'State', 'Zip', 'The parent signing this consent is an unemancipated minor I am the', 'parent', 'guardian Copy of letters of authority attached', 'guardian ad litem Copy of order attached', 'Date_2', 'Address_2', 'City_2', 'State_2', 'Zip_2', 'Adoption attorney name type or print', 'Name of adoption agency representative type or print', 'Name of adoption agency type or print', 'Adoption attorneys name type or print', 'Address_3', 'City_3', 'State_3', 'Zip_3', 'Adoption attorneys email address', 'Adoption attorneys fax number', 'Childplacing agencys name and name of caseworker type or print', 'Address_4', 'City_4', 'State_4', 'Zip_4', 'Childplacing agencys email address', 'Childplacing agencys fax number', 'Text1', 'Text2', 'Text3', 'FILE NO']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdff35d66526b328dedf10743fa8f019f20b1cccbc6511052c814a67d1d.pdf,"['state_judicial_county', 'adoptee', 'mother', 'father', 'undefined__1', 'at', 'at_2', 'undefined__2', 'of', 'undefined__3', 'petitioners_filed_petition', 'b', 'adoptive_parents_names', '*signature_date__1', 'parent_name_type_print', '*users1_address_line_one', '*users1_address_city', '*users1_address_state', '*users1_address_zip', 'parent_signing_consent', 'parent', 'copy_letters_authority', 'guardian_ad_copy_order', '*signature_date__2', 'address__1', 'city__1', 'state__1', 'zip__1', 'attorney_name_type_print', 'name_agency_representative', 'name_agency_type_print', 'adoption_name_type_print', 'address__2', 'city__2', 'state__2', 'zip__2', 'adoption_email_address', 'attorneys_fax_number', 'childplacing_agencys_name_caseworker_type_print', 'address__3', 'city__3', 'state__3', 'zip__3', 'childplacing_email_address', 'agencys_fax_number', 'text__1', 'text__2', 'text__3', '*docket_number']",MI
Out-of-Court Release of Child by Parent,adoptions court forms,2.0,13.0,2021-11-11,https://www.courts.michigan.gov/498b63/siteassets/forms/scao-approved/pca354.pdf,"['STATE OF MICHIGAN JUDICIAL CIRCUIT  FAMILY DIVISION COUNTY', 'adoptee', 'mother', 'father', 'undefined', 'at', 'at_2', 'undefined_2', 'of', 'undefined_3', 'Childplacing agency or Michigan Department of Health and Human Services', 'Date', 'Parent name type or print', 'Address', 'City', 'State', 'Zip', 'The parent signing this release is an unemancipated minor I am the', 'parent', 'guardian Copy of letters of authority attached', 'guardian ad litem Copy of order attached', 'Date_2', 'Address_2', 'City_2', 'State_2', 'Zip_2', 'Adoption attorney name type or print', 'Name of adoption agency representative type or print', 'Name of adoption agency type or print', 'Adoption attorneys name type or print', 'Address_3', 'City_3', 'State_3', 'Zip_3', 'Adoption attorneys email address', 'Adoption attorneys fax number', 'Childplacing agencys name and name of caseworker type or print', 'Address_4', 'City_4', 'State_4', 'Zip_4', 'Childplacing agencys email address', 'Childplacing agencys fax number', 'Text1', 'Text2', 'Text3', 'FILE NO']",https://courtformsonline.org/forms/e12318ce9037e92ee8e48963f550e1a3229a17a2437b9ebc3f29c30b.pdf252f152bfacbbee6d6fb806f844a96aef2985283d94104e72dd84e96.pdf,"['state_judicial_county', 'adoptee', 'mother', 'father', 'undefined__1', 'at', 'at_2', 'undefined__2', 'of', 'undefined__3', 'agency_department_health', '*signature_date__1', 'parent_name_type_print', '*users1_address_line_one', '*users1_address_city', '*users1_address_state', '*users1_address_zip', 'signing_release_minor', 'parent', 'copy_letters_authority', 'guardian_ad_copy_order', '*signature_date__2', 'address__1', 'city__1', 'state__1', 'zip__1', 'attorney_name_type_print', 'name_agency_representative', 'name_agency_type_print', 'adoption_name_type_print', 'address__2', 'city__2', 'state__2', 'zip__2', 'adoption_email_address', 'attorneys_fax_number', 'childplacing_agencys_name_caseworker_type_print', 'address__3', 'city__3', 'state__3', 'zip__3', 'childplacing_email_address', 'agencys_fax_number', 'text__1', 'text__2', 'text__3', '*docket_number']",MI
